departure_airport_name,departure_airport_code,departure_city_name,departure_city_code,departure_city_longitude,departure_city_latitude,departure_country_name,departure_country_code,arrival_airport_name,arrival_airport_code,arrival_city_name,arrival_city_code,arrival_city_longitude,arrival_city_latitude,arrival_country_name,arrival_country_code,airline_name,airline_assured_name,stopover_count,stopover_city_name,stopover_city_code,stopover_city_longitude,stopover_city_latitude,stopover_airport_name,stopover_airport_code,stopover_country,distance,type
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de N. Kazantzakis,HER,Héraklion,HER,25.07,35.2,Grèce,GR,Transavia France,,0,,,,,,,,2388,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Tan Son Nhat,SGN,Hô Chi Minh-Ville,SGN,106.66,10.82,Vietnam,VN,Air France,,0,,,,,,,,10116,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Hong Kong,HKG,Hong Kong,HKG,114.11,22.4,Hong Kong,HK,Air France,,0,,,,,,,,9601,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de George Bush Intercontinental,IAH,"Houston, TX",HOU,-95.37,29.76,États-Unis d'Amérique,US,Air France,,0,,,,,,,,8079,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Ibiza,IBZ,Ibiza,IBZ,1.43,38.87,Espagne et Îles Canaries,ES,Transavia France,,0,,,,,,,,1099,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International S. Seewoosagur Ram.,MRU,Ile Maurice,MRU,57.55,-20.35,Maurice,MU,Air France,,0,,,,,,,,9457,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Ataturk,IST,Istanbul,IST,28.98,40.98,Turquie,TR,Air France,,0,,,,,,,,2239,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Ataturk,IST,Istanbul,IST,28.98,40.98,Turquie,TR,Air France,Atlasjet,0,,,,,,,,2239,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International O.R. Tambo,JNB,Johannesbourg,JNB,28.05,-26.2,Afrique du Sud,ZA,Air France,,0,,,,,,,,8745,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Kiev-Borispol,KBP,Kiev,IEV,30.52,50.45,Ukraine,UA,Air France,,0,,,,,,,,2036,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de N'Djili,FIH,Kinshasa,FIH,15.31,-4.33,République démocratique du Congo,CD,Air France,,0,,,,,,,,6074,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de N'Djili,FIH,Kinshasa,FIH,15.31,-4.33,République démocratique du Congo,CD,Air France,,1,Luanda,LAD,13.24,-8.85,Aéroport de 4 de Fevereiro,LAD,Angola,6074,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Souda,CHQ,La Canée,CHQ,24.02,35.53,Grèce,GR,Transavia France,,0,,,,,,,,2308,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Jose Marti,HAV,La Havane,HAV,-82.41,23.12,Cuba,CU,Air France,,0,,,,,,,,7752,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Murtala Muhammed,LOS,Lagos,LOS,3.42,6.44,Nigéria,NG,Air France,,0,,,,,,,,4723,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Servel,LAI,Lannion,LAI,-3.48,48.75,France,FR,HOP!,,0,,,,,,,,428,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Cairo,CAI,Le Caire,CAI,31.24,30.04,Égypte,EG,Air France,,0,,,,,,,,3212,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Cape Town,CPT,Le Cap,CPT,18.42,-33.96,Afrique du Sud,ZA,Air France,,0,,,,,,,,9373,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Libreville,LBV,Libreville,LBV,9.45,-0.39,Gabon,GA,Air France,,0,,,,,,,,5444,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International J Chavez,LIM,Lima,LIM,-77.06,-12.03,Pérou,PE,Air France,,0,,,,,,,,10289,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Lisboa,LIS,Lisbonne,LIS,-9.13,38.73,Portugal,PT,Air France,,0,,,,,,,,1471,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Lisboa,LIS,Lisbonne,LIS,-9.13,38.73,Portugal,PT,Transavia France,,0,,,,,,,,1439,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Brnik,LJU,Ljubljana,LJU,14.51,46.06,Slovénie,SI,Air France,HOP!,0,,,,,,,,945,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Lome,LFW,Lomé,LFW,1.25,6.16,Togo,TG,Air France,,1,Niamey,NIM,2.11,13.48,Aéroport de Niamey,NIM,Niger,4772,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Lome,LFW,Lomé,LFW,1.25,6.16,Togo,TG,Air France,,0,,,,,,,,4772,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Heathrow,LHR,Londres,LON,-0.13,51.51,Royaume-Uni,GB,Air France,,0,,,,,,,,348,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Luton,LTN,Londres,LON,-0.13,51.51,Royaume-Uni,GB,Transavia France,,0,,,,,,,,401,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Lann Bihoue,LRT,Lorient,LRT,-3.37,47.76,France,FR,Air France,HOP!,0,,,,,,,,443,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Los Angeles,LAX,"Los Angeles, CA",LAX,-118.24,34.05,États-Unis d'Amérique,US,Air France,,0,,,,,,,,9112,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Tarbes Ossun Lourdes,LDE,Lourdes / Tarbes,LDE,0,43.09,France,FR,HOP!,Avanti Air,0,,,,,,,,644,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de 4 de Fevereiro,LAD,Luanda,LAD,13.24,-8.85,Angola,AO,Air France,,0,,,,,,,,6526,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Lyon St-Exupéry,LYS,Lyon,LYS,4.84,45.73,France,FR,Air France,,0,,,,,,,,412,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Lyon St-Exupéry,LYS,Lyon,LYS,4.84,45.73,France,FR,Air France,,0,,,,,,,,393,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Lyon St-Exupéry,LYS,Lyon,LYS,4.84,45.73,France,FR,Air France,HOP!,0,,,,,,,,393,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Barajas,MAD,Madrid,MAD,-3.69,40.47,Espagne et Îles Canaries,ES,Air France,,0,,,,,,,,1065,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Barajas,MAD,Madrid,MAD,-3.69,40.47,Espagne et Îles Canaries,ES,Transavia France,,0,,,,,,,,1032,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Santa Isabel,SSG,Malabo,SSG,8.78,3.75,Guinée équatoriale,GQ,Air France,,1,Douala,DLA,9.71,4.01,Aéroport de Douala,DLA,Cameroun,5071,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Malaga,AGP,Málaga,AGP,-4.42,36.73,Espagne et Îles Canaries,ES,Transavia France,,0,,,,,,,,1453,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Luqa,MLA,Malte,MLA,14.38,35.94,Malte,MT,Transavia France,,0,,,,,,,,1741,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Manchester,MAN,Manchester,MAN,-2.28,53.5,Royaume-Uni,GB,Air France,,0,,,,,,,,589,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Menara,RAK,Marrakech,RAK,-8.04,31.61,Maroc,MA,Air France,,0,,,,,,,,2131,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Menara,RAK,Marrakech,RAK,-8.04,31.61,Maroc,MA,Transavia France,,0,,,,,,,,2097,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Marseille,MRS,Marseille,MRS,5.37,43.3,France,FR,Air France,,0,,,,,,,,653,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Marseille,MRS,Marseille,MRS,5.37,43.3,France,FR,Air France,,0,,,,,,,,629,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Juarez,MEX,Mexico,MEX,-99.17,19.42,Mexique,MX,Air France,,0,,,,,,,,9209,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Miami,MIA,"Miami, FL",MIA,-80.23,25.79,États-Unis d'Amérique,US,Air France,,0,,,,,,,,7379,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Linate,LIN,Milan,MIL,9.2,45.47,Italie,IT,Air France,,0,,,,,,,,644,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Malpensa,MXP,Milan,MIL,9.2,45.47,Italie,IT,Air France,,0,,,,,,,,599,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International St Paul,MSP,"Minneapolis/St Paul, MN",MSP,-93.27,44.98,États-Unis d'Amérique,US,Air France,,0,,,,,,,,6782,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport International HabiBBourguiba,MIR,Monastir,MIR,10.83,35.76,Tunisie,TN,Transavia France,,0,,,,,,,,1598,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Carrasco,MVD,Montevideo,MVD,-56.18,-34.88,Uruguay,UY,Air France,,1,Buenos Aires,BUE,-58.38,-34.6,Aéroport de Ministro Pistarini,EZE,Argentine,10982,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Mediterranee,MPL,Montpellier,MPL,3.88,43.58,France,FR,Air France,,0,,,,,,,,613,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Mediterranee,MPL,Montpellier,MPL,3.88,43.58,France,FR,Air France,,0,,,,,,,,586,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Mediterranee,MPL,Montpellier,MPL,3.88,43.58,France,FR,Air France,HOP!,0,,,,,,,,586,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Pierre Elliott Trudeau,YUL,Montréal,YMQ,-73.55,45.51,Canada,CA,Air France,,0,,,,,,,,5530,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Sheremetyevo,SVO,Moscou,MOW,37.62,55.76,Russie,RU,Air France,,0,,,,,,,,2457,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,EuroAirport Francais,MLH,Mulhouse/Bâle,MLH,7.55,47.61,France,FR,Air France,HOP!,0,,,,,,,,404,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Mumbai,BOM,Mumbai,BOM,72.85,19.09,Inde,IN,Air France,,0,,,,,,,,7001,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Munich International,MUC,Munich,MUC,11.58,48.14,Allemagne,DE,Air France,,0,,,,,,,,682,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Munich International,MUC,Munich,MUC,11.58,48.14,Allemagne,DE,Transavia France,,0,,,,,,,,695,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Mikonos,JMK,Mykonos,JMK,25.34,37.44,Grèce,GR,Transavia France,,0,,,,,,,,2239,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Nantes Atlantique,NTE,Nantes,NTE,-1.55,47.22,France,FR,Air France,,0,,,,,,,,372,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Nantes Atlantique,NTE,Nantes,NTE,-1.55,47.22,France,FR,Air France,HOP!,0,,,,,,,,343,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Naples,NAP,Naples,NAP,14.28,40.88,Italie,IT,Air France,,0,,,,,,,,1291,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Naples,NAP,Naples,NAP,14.28,40.88,Italie,IT,Transavia France,,0,,,,,,,,1283,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Ndjamena,NDJ,N'Djamena,NDJ,15.04,12.14,Tchad,TD,Air France,,0,,,,,,,,4263,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International John F. Kennedy,JFK,"New York, NY",NYC,-74.01,40.7,États-Unis d'Amérique,US,Air France,,0,,,,,,,,5840,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport International John F. Kennedy,JFK,"New York, NY",NYC,-74.01,40.7,États-Unis d'Amérique,US,Air France,,0,,,,,,,,5839,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Newcastle,NCL,Newcastle,NCL,-1.62,54.98,Royaume-Uni,GB,Air France,Cityjet,0,,,,,,,,731,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Niamey,NIM,Niamey,NIM,2.11,13.48,Niger,NE,Air France,,0,,,,,,,,3954,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Cote D'Azur,NCE,Nice,NCE,7.22,43.66,France,FR,Air France,,0,,,,,,,,695,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Cote D'Azur,NCE,Nice,NCE,7.22,43.66,France,FR,Air France,,0,,,,,,,,676,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Nouakchott,NKC,Nouakchott,NKC,-15.96,18.07,Mauritanie,MR,Air France,,0,,,,,,,,3801,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Nuremberg,NUE,Nuremberg,NUE,11.08,49.45,Allemagne,DE,Air France,HOP!,0,,,,,,,,621,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Es Senia,ORN,Oran,ORN,-0.61,35.7,Algérie,DZ,Air France,,0,,,,,,,,1511,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Kansai,KIX,Osaka,OSA,135.5,34.69,Japon,JP,Air France,,0,,,,,,,,9637,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Oslo,OSL,Oslo,OSL,10.75,59.91,Norvège,NO,Air France,HOP!,0,,,,,,,,1358,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Ouagadougou,OUA,Ouagadougou,OUA,-1.51,12.35,Burkina Faso,BF,Air France,,0,,,,,,,,4097,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Les Angades,OUD,Oujda,OUD,-1.93,34.69,Maroc,MA,Transavia France,,0,,,,,,,,1592,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Ovda,VDA,Ovda,VDA,34.93,29.93,Israël,IL,Transavia France,,0,,,,,,,,3457,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Punta Raisi,PMO,Palerme,PMO,13.36,38.12,Italie,IT,Transavia France,,0,,,,,,,,1456,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Palma Mallorca,PMI,Palma de Majorque,PMI,2.73,39.55,Espagne et Îles Canaries,ES,Air France,,0,,,,,,,,1053,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Palma Mallorca,PMI,Palma de Majorque,PMI,2.73,39.55,Espagne et Îles Canaries,ES,Transavia France,,0,,,,,,,,1022,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Tocumen,PTY,Panama,PTY,-79.52,8.99,Panama,PA,Air France,,0,,,,,,,,8670,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Faaa,PPT,Papeete,PPT,-149.41,-17.68,Polynésie française,PF,Air France,,1,Los Angeles,LAX,-118.24,34.05,Aéroport International Los Angeles,LAX,"CA, États-Unis d'Amérique",15731,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Uzein,PUF,Pau,PUF,-0.37,43.3,France,FR,Air France,HOP!,0,,,,,,,,666,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Uzein,PUF,Pau,PUF,-0.37,43.3,France,FR,Air France,WDL Aviation,0,,,,,,,,666,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Uzein,PUF,Pau,PUF,-0.37,43.3,France,FR,Air France,,0,,,,,,,,632,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Uzein,PUF,Pau,PUF,-0.37,43.3,France,FR,Air France,HOP!,0,,,,,,,,632,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Llabanere,PGF,Perpignan,PGF,2.87,42.74,France,FR,Air France,HOP!,0,,,,,,,,668,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Llabanere,PGF,Perpignan,PGF,2.87,42.74,France,FR,Air France,,0,,,,,,,,668,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Le Raizet,PTP,Pointe-à-Pitre,PTP,-61.53,16.27,Guadeloupe,GP,Air France,,0,,,,,,,,6758,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Pointe Noire,PNR,Pointe-Noire,PNR,11.89,-4.81,Congo,CG,Air France,,0,,,,,,,,6059,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Port Harcourt,PHC,Port Harcourt,PHC,7.01,4.78,Nigéria,NG,Air France,,1,Lagos,LOS,3.42,6.44,Aéroport de Murtala Muhammed,LOS,Nigéria,4915,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Port Harcourt,PHC,Port Harcourt,PHC,7.01,4.78,Nigéria,NG,Air France,,1,Abuja,ABV,7.48,9.07,Aéroport International Abuja,ABV,Nigéria,4915,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Porto,OPO,Porto,OPO,-8.67,41.17,Portugal,PT,Air France,,0,,,,,,,,1233,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Porto,OPO,Porto,OPO,-8.67,41.17,Portugal,PT,Transavia France,,0,,,,,,,,1202,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Prague-Ruzyne,PRG,Prague,PRG,14.44,50.1,République tchèque,CZ,Air France,,0,,,,,,,,853,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Prague-Ruzyne,PRG,Prague,PRG,14.44,50.1,République tchèque,CZ,Transavia France,,0,,,,,,,,874,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Punta Cana,PUJ,Punta Cana,PUJ,-68.38,18.57,République dominicaine,DO,Air France,,0,,,,,,,,7088,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Pluguffan,UIP,Quimper,UIP,-4.1,47.97,France,FR,Air France,HOP!,0,,,,,,,,489,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Sale,RBA,Rabat,RBA,-6.83,34.05,Maroc,MA,Air France,,0,,,,,,,,1833,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de St Jacques,RNS,Rennes,RNS,-1.68,48.11,France,FR,Air France,HOP!,0,,,,,,,,332,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport International Keflavik,KEF,Reykjavik,REK,-21.94,64.13,Islande,IS,Transavia France,,0,,,,,,,,2263,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Internacional,GIG,Rio de Janeiro,RIO,-43.21,-22.87,Brésil,BR,Air France,,0,,,,,,,,9194,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International King Khaled,RUH,Riyad,RUH,46.7,24.71,Arabie saoudite,SA,Air France,,0,,,,,,,,4656,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Fiumicino,FCO,Rome,ROM,12.48,41.89,Italie,IT,Air France,,0,,,,,,,,1102,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Las Americas,SDQ,Saint Domingue,SDQ,-69.98,18.5,République dominicaine,DO,Air France,,0,,,,,,,,7192,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Las Americas,SDQ,Saint Domingue,SDQ,-69.98,18.5,République dominicaine,DO,Air France,,1,Punta Cana,PUJ,-68.38,18.57,Aéroport de Punta Cana,PUJ,République dominicaine,7192,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Princ. Juliana,SXM,Saint-Martin,SXM,-63.05,18.04,St Maarten,SX,Air France,,0,,,,,,,,6746,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International San Francisco,SFO,"San Francisco, CA",SFO,-122.42,37.78,États-Unis d'Amérique,US,Air France,,0,,,,,,,,8972,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Juan Santamaria,SJO,San José,SJO,-84.08,9.95,Costa Rica,CR,Air France,,0,,,,,,,,8945,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Arturo Merino Benitez,SCL,Santiago,SCL,-70.64,-33.47,Chili,CL,Air France,,0,,,,,,,,11685,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Guarulhos,GRU,Sao Paulo,SAO,-46.64,-23.55,Brésil,BR,Air France,,0,,,,,,,,9415,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Incheon,ICN,Séoul,SEL,126.98,37.55,République de Corée,KR,Air France,,0,,,,,,,,8937,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Sevilla,SVQ,Séville,SVQ,-5.98,37.41,Espagne et Îles Canaries,ES,Transavia France,,0,,,,,,,,1424,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de PuDong,PVG,Shanghai,SHA,121.47,31.2,Chine,CN,Air France,,0,,,,,,,,9275,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Changi,SIN,Singapour,SIN,103.85,1.28,Singapour,SG,Air France,,0,,,,,,,,10736,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Vrazhdebna,SOF,Sofia,SOF,23.32,42.7,Bulgarie,BG,Air France,,0,,,,,,,,1756,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Split,SPU,Split,SPU,16.44,43.52,Croatie,HR,Transavia France,,0,,,,,,,,1218,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Gillot,RUN,St Denis de la Réunion,RUN,55.52,-20.88,Île de la Réunion,RE,Air France,,0,,,,,,,,9370,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport de Pulkovo,LED,St Pétersbourg,LED,30.3,59.93,Russie,RU,Air France,,0,,,,,,,,2136,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Arlanda,ARN,Stockholm,STO,18.06,59.33,Suède,SE,Air France,,0,,,,,,,,1542,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport d' Echterdingen,STR,Stuttgart,STR,9.21,48.78,Allemagne,DE,Air France,HOP!,0,,,,,,,,489,LineString
Aéroport de Paris-Orly,ORY,Paris,PAR,2.35,48.86,France,FR,Aéroport de Boukhalef,TNG,Tanger,TNG,-5.8,35.77,Maroc,MA,Transavia France,,0,,,,,,,,1598,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Imam Khomeini,IKA,Téhéran,THR,51.42,35.69,Iran,IR,Air France,,0,,,,,,,,4200,LineString
Aéroport de Charles De Gaulle,CDG,Paris,PAR,2.35,48.86,France,FR,Aéroport International Ben Gurion,TLV,Tel-Aviv,TLV,34.78,32.07,Israël,IL,Air France,,0,,,,,,,,3288,LineString
